MeasureID,ImplementingAgency,AnnouncedYear,StateActTitle,CountryImposing_cleaned,D_IP_bert_3,D_OTHER_INTENTION_bert_3,D_NOT_ENOUGH_INFO_bert_3,MeasureAffectedProducts,MAST_chapterName,MeasureType,firm_specific,ImplementationLevel,same_year_published
5693,Government of Indonesia,2015,Indonesia: Reform package announced by president Joko Widodo,Indonesia,1,0,0,NA,Subsidies (excluding export subsidies),Production subsidy,Not firm specific,national,
5694,Government of Indonesia,2015,Indonesia: Reform package announced by president Joko Widodo,Indonesia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,
5698,Ministry of Finance,2015,Indonesia: Expanded export-financing through Special Assignments,Indonesia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,1
5699,Export Finance Australia,2015,Australia: New export-financing options for SMEs,Australia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
5703,Government of the United States of America,2010,United States of America: Tax subsidies provided under the Advanced Energy Property Credit,United States of America,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
5706,Government of Australia,2015,Australia: Exploration Development Incentive introduced,Australia,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,1
5712,Citizen Entrepreneurial Development Agency,2009,Botswana: Proposed changes in procurement law to favour local companies,Botswana,1,0,0,NA,Government procurement restrictions,Public procurement localisation,Not firm specific,national,
5712,Ministry of Trade and Industry,2009,Botswana: Proposed changes in procurement law to favour local companies,Botswana,1,0,0,NA,Government procurement restrictions,Public procurement localisation,Not firm specific,national,
5722,Government of Azerbaijan,2014,Azerbaijan: State Program on Industrial Development for the period 2015-2020,Azerbaijan,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
9068,Ministry of Finance,2015,Indonesia: State aid for labour-intensive industries facing layoffs,Indonesia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,NFI,1
9069,Coordinating Ministry for Economic Affairs,2015,Indonesia: Tax relief for foreign currency holdings,Indonesia,1,0,0,NA,Capital control measures,Controls on commercial transactions and investment instruments,Not firm specific,national,1
9069,Bank Indonesia,2015,Indonesia: Tax relief for foreign currency holdings,Indonesia,1,0,0,NA,Capital control measures,Controls on commercial transactions and investment instruments,Not firm specific,national,1
9082,Japan Bank for International Cooperation,2015,Japan: JBIC signs agreement establishing USD 50 million credit line to fund Japanese companies,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9083,Japan International Cooperation Agency,2015,Japan: JBIC signs a guarantee agreement covering around JPY 5.9 billion for the import of an aircraft,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Firm specific,NFI,1
9084,Japan International Cooperation Agency,2015,Japan: JBIC signs agreement establishing a credit line of USD 30 million to Japanese companies,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9086,Japan Bank for International Cooperation,2015,Japan: JBIC signs agreement establishing a credit line of USD 20 million to Japanese companies,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9090,Ministry of Industry and Trade,2015,Russian Federation: A Joint Import-Substitution Program of Gazprom and the Russian Ministry of Industry and Trade,Russia,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
9091,Japan International Cooperation Agency,2015,Japan: JBIC signs USD 20 million loan agreement with Japanese owned company,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
9096,Japan International Cooperation Agency,2015,Japan: JBIC signs JPY 13.384 billion guarantee agreement to promote aircraft imports,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Firm specific,NFI,1
9097,Japan International Cooperation Agency,2015,Japan: JBIC signs JPY 9.672 billion guarantee agreement to promote aircraft imports,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Firm specific,NFI,1
9100,UK Export Finance,2014,UK: Export loan to construction company Carillion,United Kingdom,1,0,0,NA,Trade-related investment measures,Local value added incentive,Firm specific,NFI,
9101,UK Export Finance,2014,UK: Export loan to construction company Carillion,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9102,Government of the United Kingdom,2015,UK: Trade finance for General Electric,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9103,UK Export Finance,2015,UK: Export loan to Kier Construction,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9104,UK Export Finance,2015,UK: Export loan to Kier Construction,United Kingdom,1,0,0,NA,Trade-related investment measures,Local value added incentive,Firm specific,NFI,1
9108,KfW Ipex-Bank,2014,Germany: Export credit for the Philippine San Gabriel CCP power plant,Germany,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9112,Japan International Cooperation Agency,2015,Japan: JBIC signs USD 30 million loan agreement establishing a credit line with Bank of Ayudhya Public Company Limited,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9113,Japan International Cooperation Agency,2015,"Japan: JBIC signs USD 28 million loan agreement establishing a credit line with Thai SMFL Leasing (Thailand) Co., Ltd",Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9117,Government of India,2015,India: Scheme to provide subsidized financing to Indian companies for foreign infrastructure projects,India,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9119,Banco Nacional de Desenvolvimento Econômico e Social,2015,Brazil: USD 223 million credit agreement with state-owned Spanish bank,Brazil,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
9123,Banco Nacional de Desenvolvimento Econômico e Social,2015,Brazil and Japan: sign USD 150 million credit deal,Brazil & Japan,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9124,Japan International Cooperation Agency,2015,"Japan: JBIC signs credit line agreement of up to USD 50 million with Japanese Hiroshima Bank, Ltd",Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9125,Hrvatska banka za obnovu i razvitak,2015,Croatia: The Croatian Bank for Reconstruction and Development announced a new Risk Sharing Model for Large Projects,Croatia,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,national,
9128,Government of Russia,2015,"Russian Federation: Approved state support mechanism""Investment lift""",Russia,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
9147,Banco Nacional de Desenvolvimento Econômico e Social,2013,Brazil: BNDES introduces Prodesign credit line with USD 230 million,Brazil,1,0,0,NA,Trade-related investment measures,Local content incentive,Firm specific,NFI,
9151,Japan International Cooperation Agency,2013,Japan: JBIC signs USD 28 million loan agreement establishing a credit line to support Japanese SMEs in Thailand,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Not firm specific,NFI,
9155,Government of Peru,2009,Peru: First reduction of the duty drawback for exporters,Peru,1,0,0,NA,Export-related measures,Tax-based export incentive,Not firm specific,national,
9156,Government of Peru,2009,Peru: Temporary increase of the duty drawback for exporters,Peru,1,0,0,NA,Export-related measures,Tax-based export incentive,Not firm specific,national,
9158,Export-Import Bank of Korea,2015,Republic of Korea: Eximbank allocates USD 2 billion to promote Korean businesses in Uzbekistan through framework agreement,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9159,Export-Import Bank of Korea,2015,Republic of Korea: Eximbank signs an Interbank Export Loan Guarantee Agreement with IDB to promote Korean exports,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9160,Export-Import Bank of Korea,2015,Republic of Korea: Eximbank signs USD 100 million agreement to promote Korean exports,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9161,Export-Import Bank of Korea,2015,Republic of Korea: Eximbank signs Interbank Export Credit Cooperation Agreements and MoUs with several banks in Central and South America totalling a USD 5 billion credit line,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9164,Export-Import Bank of Korea,2014,Republic of Korea: Eximbank signs a USD 200 million agreement with the State Bank of India to promote imports of Korean goods,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9168,Export-Import Bank of Korea,2013,Republic of Korea: Eximbank signs Interbank Export Loan Agreement with HBTF to promote imports of Korean goods,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9169,VEB.RF,2013,Republic of Korea and Russian Federation: MoU to provide investment and financing to companies from both countries,Republic of Korea & Russia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9169,Export-Import Bank of Korea,2013,Republic of Korea and Russian Federation: MoU to provide investment and financing to companies from both countries,Republic of Korea & Russia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9170,Export-Import Bank of Korea,2012,Republic of Korea: Eximbank announces increasing Russian Sberbanks Interbank Export Loan ceiling with USD 500 million to promote Korean exports,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9173,Export-Import Bank of Korea,2013,"Republic of Korea: Eximbank signs MoU with EBRD to promote Korean companies overseas activities in Eastern Europe, Central Asia, and North Africa",Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9174,UK Export Finance,2013,Republic of Korea and UK: signs MoU to finance third-country projects,Republic of Korea & United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9174,Export-Import Bank of Korea,2013,Republic of Korea and UK: signs MoU to finance third-country projects,Republic of Korea & United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9185,Government of Russia,2015,"Russian Federation: State guarantee for""Rosnano""(approximately 170 million USD)",Russia,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,national,1
9189,Government of Puerto Rico,2012,Puerto Rico: The Approval of Tax Incentives for the Purpose of Promoting Export Services,Puerto Rico,1,0,0,NA,Export-related measures,Tax-based export incentive,Not firm specific,national,
9193,United States Department of the Treasury,2009,United States of America: Bail-out of GMAC,United States of America,1,0,0,NA,Subsidies (excluding export subsidies),Capital injection and equity stakes,Firm specific,national,
9212,Government of India,2015,India: Indian Development and Economic Assistance Scheme extended,India,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,1
9218,Government of the United States of America,2015,United States of America: Reauthorization of the Export-Import Bank and stricter Buy-American rules,United States of America,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9222,Government of Kazakhstan,2012,"Kazakhstan: Local content requirement concerning""Samruk Kazyna""",Kazakhstan,1,0,0,NA,Government procurement restrictions,Public procurement preference margin,Not firm specific,national,
9230,Government of Argentina,2015,Argentina: The Argentine government introduces a new law for renewable energy,Argentina,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,1
9237,Government of Malaysia,2015,Malaysia: Review of National Automotive Policy 2014,Malaysia,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,
9241,Government of Russia,2015,"Russian Federation: State support addendum to the the state programme""Development of the pharmaceutical and medical industries""for the period 2013--2020",Russia,1,0,0,NA,Subsidies (excluding export subsidies),Production subsidy,Not firm specific,national,
9242,Government of Russia,2015,"Russian Federation: Additional R&D support as part of the state programme""Development of the pharmaceutical and medical industries""for the period 2013--2020",Russia,1,0,0,NA,Subsidies (excluding export subsidies),Production subsidy,Not firm specific,national,
9244,Government of Canada,2016,Canada: $50 million program to provide matching grants for export activities of small businesses,Canada,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,national,1
9244,Minister of Small Business and Tourism,2016,Canada: $50 million program to provide matching grants for export activities of small businesses,Canada,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,national,1
9246,Japan International Cooperation Agency,2015,Japan: JBIC signs two loan agreements totalling around JPY 29 billion with Japanese owned companies,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9247,Japan International Cooperation Agency,2009,Japan: JBIC signs export credit agreement totaling USD 100 million with ICICI Bank,Japan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9249,National Bank of Kazakhstan,2014,Kazakhstan: State support for the local processing industry,Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9249,Government of Kazakhstan,2014,Kazakhstan: State support for the local processing industry,Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9264,Government of Kazakhstan,2012,"Kazakhstan: State support for industrial and innovative activities and for promotion of domestic processed goods, works and services on the internal market",Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
9265,Government of Kazakhstan,2012,Kazakhstan: Introduced rules for state support of industrial innovative activities,Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
9266,Government of Kazakhstan,2012,Kazakhstan: Introduced rules for state support of industrial innovative activities,Kazakhstan,1,0,0,NA,Trade-related investment measures,Local content requirement,Not firm specific,national,
9270,Government of Kazakhstan,2015,Kazakhstan: Priority activities to be financed with state innovation grants,Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9272,Japan International Cooperation Agency,2009,Japan: JBIC signs JPY 20 billion loan agreement with the Korean Development Bank to promote Japanese exports,Japan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9273,Government of Kazakhstan,2015,Kazakhstan: Approved rules for innovation state grants for Research and Development in 2015,Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9280,Government of Kazakhstan,2011,"Kazakhstan: State Programme""Productivity 2020""",Kazakhstan,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
9281,Government of Russia,2016,Russian Federation: Distribution of subsidies related to credits of enterprises belonging to the local radio-electronic industry,Russia,1,0,0,NA,Subsidies (excluding export subsidies),Interest payment subsidy,Not firm specific,national,1
9282,Japan International Cooperation Agency,2009,Japan: JBIC signs USD 100 million loan agreement with Export-Import Bank of Malaysia Berhad supporting trade finance,Japan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9283,Japan International Cooperation Agency,2009,Japan: JBIC signs USD 100 million loan agreement and MoU with Indonesia Eximbank,Japan,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9284,Government of India,2014,India: Scheme announced for developing the capital goods sector,India,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
9290,Government of Kazakhstan,2010,Kazakhstan: Partial reimbursement of export-related administrative costs,Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),Production subsidy,Not firm specific,national,
9291,Government of Kazakhstan,2015,"Kazakhstan: Subsidized interest rates of credit and leasing obligations as part of""Agrobusiness 2020""",Kazakhstan,1,0,0,NA,Subsidies (excluding export subsidies),Interest payment subsidy,Not firm specific,national,
9298,Government of Kazakhstan,2013,"Kazakhstan: State programme""Agrobusiness 2020""",Kazakhstan,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
9303,Ministry of Finance,2015,"Indonesia: Local content promotion scheme via import tariffs on goods, machinery, and materials used in construction",Indonesia,1,0,0,NA,Trade-related investment measures,Local content requirement,Not firm specific,national,
9304,SACE SpA,2015,Italy: MoU with DACC to promote Italian companies involved in Dubai South,Italy,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9306,Government of Russia,2014,"Russian Federation: State programme ""Economic development and innovative economy""",Russia,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
9312,Government of Russia,2016,Russian Federation: Announcement of new programmes of the Industrial Development Fund,Russia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9317,Government of Russia,2016,Russian Federation: Allocation of state subsidies to the Industrial Development Fund,Russia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9336,UK Export Finance,2016,UK: Eximbank to provide 300 million USD to promote British exports in Burma,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9337,UK Export Finance,2013,UK: signs MoU with Alfa Bank to promote British exports in Russia,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9338,UK Export Finance,2013,UK: Eximbank guarantees up to 300 million USD credit for Jamnagar Refinery expansion,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9339,UK Export Finance,2014,UK: Eximbank guarantees up to 215 million USD credit for Nghi Son refinery,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9340,UK Export Finance,2013,UK: Eximbank guarantees up to 700 million USD credit for Sadara Petrochemicals project,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9342,SACE SpA,2014,Italy: Export credit guarantee for STAR project in Turkey,Italy,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9343,Coordinating Ministry for Economic Affairs,2016,Indonesia: Export credit facility for MSMEs & support for pharmaceutical sector announced as part of 11th Stimulus Package,Indonesia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9355,Government of Indonesia,2010,Indonesia: Government to set up special economic zones to attract investment in agriculture,Indonesia,1,0,0,NA,FDI measures,FDI: Financial incentive,Not firm specific,national,
9362,UK Export Finance,2015,UK: Eximbank provides up to 800 million USD for Azerbaijan waste water treatment plant,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9364,Ministry for Enterprise and Innovation,2015,Sweden: Export promotion scheme announced,Sweden,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,
9366,Clean Energy Finance Corporation,2013,Australia: Clean Energy Finance Corporation established,Australia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,
9373,India Exim Bank,2016,India: Loan to Guyana to develop a road project with the condition to source inputs from India,India,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9374,Australian Renewable Energy Agency,2016,Australia: Clean Energy Innovation Fund announced,Australia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,1
9374,Clean Energy Finance Corporation,2016,Australia: Clean Energy Innovation Fund announced,Australia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,national,1
9388,Government of Mexico,2011,Mexico: The introduction of a tax-incentive program for foreign film production,Mexico,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
9391,Government of Russia,2016,Russian Federation: Allocation of federal budget subsidies for agricultural land improvement,Russia,1,0,0,NA,Subsidies (excluding export subsidies),Production subsidy,Not firm specific,national,1
9400,Ministry of Finance and Development Planning,2010,Botswana: Budget statement and procurement discrimination,Botswana,1,0,0,NA,Government procurement restrictions,Public procurement localisation,Not firm specific,national,1
9407,Japan International Cooperation Agency,2016,"Japan: JBIC signs equity participation agreement in the Advantage Partners Asia Fund, L.P. to support Japanese activities in Asia",Japan,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Firm specific,NFI,1
9408,Japan International Cooperation Agency,2016,Japan: JBIC signs JPY 9 billion guarantee agreement to promote aircraft imports,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Firm specific,NFI,1
9409,Japan International Cooperation Agency,2016,Japan: JBIC signs USD 14 million investment credit line agreement with PT. BumiputeraBOT Finance to promote Japanese overseas business activities,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9410,Banco Nacional de Comercio Exterior,2016,Mexico and South Korea: The introduction of a USD 200.000.000 credit line for supporting Mexican companies that provide goods and services to South Korean companies as well as Mexican companies that function through South Korean capital,Mexico & South Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9411,Government of Bangladesh,2016,Bangladesh: Cash subsidy increased on exports of textile products to Euro zone countries,Bangladesh,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,national,1
9413,Japan International Cooperation Agency,2016,Japan: JBIC signs USD 63.75 million loan agreement to support the overseas business deployment of Japanese satellite communications company,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
9414,Japan International Cooperation Agency,2016,Japan: JBIC signs USD 133 million loan agreement with Japanese owned shipping company,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
9417,Government of Tajikistan,2008,Tajikistan: Simplification of export-import and transit operations,Tajikistan,1,0,0,NA,Instrument unclear,"Import-related non-tariff measure, nes",Not firm specific,national,
9418,Government of Tajikistan,2008,Tajikistan: Simplification of export-import and transit operations,Tajikistan,1,0,0,NA,Export-related measures,"Export-related non-tariff measure, nes",Not firm specific,national,
9419,Export-Import Bank of Korea,2013,Republic of Korea: Provides USD 1.5 billion in project financing for the Sabine Pass LNG plant project following Korean participation,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9419,Korea Trade Insurance Corporation,2013,Republic of Korea: Provides USD 1.5 billion in project financing for the Sabine Pass LNG plant project following Korean participation,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9420,Export-Import Bank of Korea,2015,Republic of Korea: Eximbank signs GBP 100 million loan agreement in project financing to promote Korean business activities in the UK,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9421,Export-Import Bank of Korea,2016,Republic of Korea: Eximbank provides USD 370 million in financing for petrochemical project in Oman with Korean tender ties,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
9422,Export-Import Bank of Korea,2016,Republic of Korea: Eximbank signs MoU with Egypt to promote Korean overseas business activities,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9423,Export-Import Bank of Korea,2016,Republic of Korea: Eximbank signs USD 200 million credit line agreement to promote Korean exports to Mexico,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9424,Export-Import Bank of Korea,2016,Republic of Korea: Eximbank signs USD 1 billion cooperation agreement to promote Korean business activities in Mexico,Republic of Korea,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9425,Japan International Cooperation Agency,2010,Japan: JBIC signs USD 300 million loan agreement and MoU with CIMB banks to promote Japanese business activities in ASEAN,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9426,Japan International Cooperation Agency,2010,Japan: JBIC signs USD 200 million loan agreement with Malaysian Banking Berhad to promote Japanese business activities in ASEAN,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9427,Japan International Cooperation Agency,2010,Japan: JBIC signs USD 30 million loan agreement with Bangkok Bank to support Japanese business activities in Thailand,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9428,Japan International Cooperation Agency,2010,Japan: JBIC signs JPY 1 billion equity participation agreement in Japanese managed fund,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Firm specific,NFI,
9429,Ministry of Industry and Trade,2015,Russian Federation: Government expanded list of hi-tech products eligible for trade finance support,Russia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
9448,Japan International Cooperation Agency,2011,Japan: JBIC signs USD 25 million equity participation agreement in Japanese managed fund,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Firm specific,NFI,
9452,Government of Thailand,2009,Thailand: strategy to raise local consumption,Thailand,1,0,0,NA,Trade-related investment measures,Local content incentive,Not firm specific,national,
9457,Export-Import Bank of Malaysia,2016,Malaysia: EXIM Bank signs USD 84 million loan agreement with Malaysian Daya Materials Berhad,Malaysia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
9459,Government of Russia,2016,Russian Federation: Approved rules for state guarantees for Open Joint Stock Company «Ilyushin Aviation Complex» in 2016,Russia,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,national,1
9461,Eximbank of Russia,2013,Russian Federation: State support for a loan (100 million USD) received by Eximbank of Russia,Russia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9466,Government of Uzbekistan,2008,Uzbekistan: Measures to support exports,Uzbekistan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,
9492,SACE SpA,2016,Italy: Eximbank provides 0.7 billion EUR to promote exports to Argentina,Italy,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,
9493,UK Export Finance,2016,UK: Export credit to Liwa Plastics LLC petrochemicals plant in Oman,United Kingdom,1,0,0,NA,Trade-related investment measures,Local value added incentive,Firm specific,NFI,1
9494,UK Export Finance,2016,UK: Export credit to Liwa Plastics LLC petrochemicals plant in Oman,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
9497,VEB.RF,2010,"Russian Federation: Construction of the third power unit of Ekibastuz GRES-2 in Kazakhstan with the participation of the Russian state corporation""Vnesheconombank""",Russia,1,0,0,271600,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
9498,VEB.RF,2010,"Russian Federation: Construction of the third power unit of Ekibastuz GRES-2 in Kazakhstan with the participation of the Russian state corporation""Vnesheconombank""",Russia,1,0,0,NA,Trade-related investment measures,Local content requirement,Not firm specific,national,
9504,UK Export Finance,2016,UK: UKEF provides bond support to Liberia's Liberia Electricity Corporation,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9505,UK Export Finance,2016,UK: UKEF provides direct lending to Turkey's Kayali Enerji Uretim AS,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9506,UK Export Finance,2016,UK: UKEF provides direct lending to St Vincent and the Grenadines's International Airport Development Company Ltd,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
9508,Eximbank of Russia,2012,Russian Federation: Approved export credit (500 million USD) for construction of atomic power station in Belarus,Russia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9509,Export Finance Australia,2015,Australia: Efic provides bonds to McConell Dowell for projects in Indonesia and Thailand,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9510,Export Finance Australia,2014,Australia: Efic provides export loan to Chile's Minera Escondida Limitada,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9511,Export Finance Australia,2014,Australia: Efic provides bond to McConell Dowell for project in Indonesia,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9512,Export Finance Australia,2014,Australia: Efic provides bond to McConell Dowell for project in PNG,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9513,Export Finance Australia,2013,Australia: Efic provides reinsurance to Aspen Medical Pty Ltd,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9514,Export Finance Australia,2013,Australia: Efic provides bond to Clough Ltd,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9515,Export Finance Australia,2013,Australia: Efic provides bond to NRW Holdings Ltd,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9516,Export Finance Australia,2013,Australia: Efic provides bond UGL Ltd,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
9521,Government of Russia,2016,Russian Federation: Credit and insurance support for exporters in 2016,Russia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,1
9523,Development Bank of North Macedonia,2016,Macedonia: Lowered export factoring interest rate by the Macedonian Bank for Development and Promotion,North Macedonia,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,national,1
9544,Government of Russia,2015,"Russian Federation: Amendments of the state programme""Development of the Foreign Economic Activity""(2013--2018) in April 2015",Russia,1,0,0,NA,Export-related measures,Other export incentive,Not firm specific,NFI,
