MeasureID,ImplementingAgency,AnnouncedYear,StateActTitle,CountryImposing_cleaned,D_IP_bert_3,D_OTHER_INTENTION_bert_3,D_NOT_ENOUGH_INFO_bert_3,MeasureAffectedProducts,MAST_chapterName,MeasureType,firm_specific,ImplementationLevel,same_year_published
72415,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of Rolls-Royce-powered Boeing aircraft to the Netherlands,United Kingdom,1,0,0,840910,Export-related measures,Trade finance,Firm specific,NFI,1
72417,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of Rolls-Royce-powered Boeing aircraft to Panama,United Kingdom,1,0,0,840910,Export-related measures,Trade finance,Firm specific,NFI,1
72419,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of Typhoon and Hawk aircrafts to Qatar,United Kingdom,1,0,0,880230,Export-related measures,Trade finance,Firm specific,NFI,1
72421,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of weapons systems utilised for Typhoon aircrafts to Qatar,United Kingdom,1,0,0,930190,Export-related measures,Trade finance,Firm specific,NFI,1
72423,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of weapons systems and certain aircrafts to Qatar,United Kingdom,1,0,0,"880230,930190",Export-related measures,Trade finance,Firm specific,NFI,1
72425,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of oil and gas modular skids to Saudi Arabia,United Kingdom,1,0,0,"843143,847989",Export-related measures,Trade finance,Firm specific,NFI,1
72427,UK Export Finance,2019,United Kingdom: UKEF provides buyer credit to support UK company's export of commercial aircraft to South Africa,United Kingdom,1,0,0,880240,Export-related measures,Trade finance,Firm specific,NFI,1
72439,KfW Ipex-Bank,2019,Germany: KfW provides financing to support German exports of 490 buses to Chile,Germany,1,0,0,870210,Export-related measures,Trade finance,Firm specific,NFI,1
72463,KfW Ipex-Bank,2019,Germany: KfW provides financing to support German exports of wind turbines and other technology to Ukraine,Germany,1,0,0,850231,Export-related measures,Trade finance,Firm specific,NFI,1
72464,UK Export Finance,2019,United Kingdom: UKEF provides financing to support UK exports and participation in oil refinery project in Bahrain,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
72471,Government of Russia,2018,"Russian Federation: Subsidized Loans to Buyers of Agricultural, Road Construction, Public Utilities and Food Processing Machinery and Equipment",Russia,1,0,0,"820900,840390,841350,841360,841410,841869,841960,842129,842139,842240,842330,842699,842810,842839,842890,843049,843069,843319,843359,847439,847490,847689,870110,870190,870310,870510,870590,870919,871640,901780,961900",Subsidies (excluding export subsidies),Interest payment subsidy,Not firm specific,national,
72483,Japan International Cooperation Agency,2019,Japan: JBIC to support the financing of freight railway in Brazil,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72484,Japan International Cooperation Agency,2019,Japan: JBIC to set up credit line to support renewable energy in Vietnam,Japan,1,0,0,271600,Export-related measures,Financial assistance in foreign market,Not firm specific,NFI,1
72485,Innovation Network Corporation of Japan,2018,Japan: INCJ transfer of shares in Portuguese water company to Japanese Marubeni Co,Japan,1,0,0,NA,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72491,Banco de Inversión y Comercio Exterior,2018,Argentina: BICE finances solar project,Argentina,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,
72525,Ministry of Commerce,2019,China: 'Encouraged Foreign Investment Catalogue - 2019 Edition' released; adds over 100 encouraged areas,China,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,1
72525,National Development and Reform Commission,2019,China: 'Encouraged Foreign Investment Catalogue - 2019 Edition' released; adds over 100 encouraged areas,China,1,0,0,NA,FDI measures,FDI: Entry and ownership rule,Not firm specific,national,1
72537,Government of China,2009,China: 2009 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72538,Government of China,2010,China: 2010 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72539,Government of China,2012,China: 2012 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72540,Government of China,2013,China: 2013 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72541,Government of China,2014,China: 2014 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72542,Government of China,2015,China: 2015 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72543,Government of China,2017,China: 2017 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,1
72544,Government of China,2018,China: 2018 update to catalogue of tax-free imports for the production of 'Major technical equipment',China,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,1
72546,Ministry of Industry and Information Technology,2015,China: Government enacts list of 'recommended' car battery suppliers,China,1,0,0,"850720,850750,850760",Trade-related investment measures,Local content requirement,Not firm specific,national,
72546,Government of China,2015,China: Government enacts list of 'recommended' car battery suppliers,China,1,0,0,"850720,850750,850760",Trade-related investment measures,Local content requirement,Not firm specific,national,
72565,Nippon Export and Investment Insurance,2019,Japan: NEXI support for Marubeni/General Motors jointly owned thermal power plants in Taiwan,Japan,1,0,0,271600,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72566,Japan International Cooperation Agency,2018,Japan: JICA ODA loan agreement with Republic of Georgia for East-West Highway Development Project,Japan,1,0,0,"440910,440921,440929,441872,441879,441890,721633,730810",Export-related measures,Trade finance,Firm specific,NFI,
72567,Japan International Cooperation Agency,2019,Japan: JICA ODA loan agreement with Sri Lanka for Development of Urban Transportation System,Japan,1,0,0,"870321,870322,870323,870324,870333",Export-related measures,Trade finance,Firm specific,NFI,1
72617,Japan International Cooperation Agency,2019,Japan: JICA signed an ODA loan with Republic of the Philippines for two development projects,Japan,1,0,0,"721633,843143,845690,870322,870323,870324,870332,870333",Export-related measures,Trade finance,Not firm specific,NFI,1
72622,Japan International Cooperation Agency,2019,Japan: Japanese ODA Loan for Cote d'Ivoire road construction,Japan,1,0,0,"340319,340399,721633",Export-related measures,Trade finance,Not firm specific,NFI,1
72623,Japan International Cooperation Agency,2019,Japan: JBIC signs export credit line with VEB to promote Japanese machinery exports to Russia,Japan,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
72624,Japan International Cooperation Agency,2018,Japan: JICA financed ODA loan agreement with Indian Government for two development projects,Japan,1,0,0,"842810,870333",Export-related measures,Trade finance,Not firm specific,NFI,
72627,SACE SpA,2019,Italy: SACE subscribes to bond to support Italian producer of wheat and wheat products,Italy,1,0,0,"100119,100199,110100",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72627,Cassa Depositi e Prestiti,2019,Italy: SACE subscribes to bond to support Italian producer of wheat and wheat products,Italy,1,0,0,"100119,100199,110100",Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72628,Vækstfonden,2019,Denmark: EIB establishes investment platform with the Danish Investment Fund to support SMEs and mid-caps,Denmark,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,IFI,1
72629,Vækstfonden,2019,Denmark: EIB establishes investment platform with the Danish Investment Fund to support SMEs and mid-caps,Denmark,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,supranational,1
72650,United States Department of Agriculture,2019,United States of America: $12.75 million in Agricultural Trade Promotion Program support to the American Soybean Association,United States of America,1,0,0,"120110,120190",Export-related measures,Other export incentive,Firm specific,national,1
72651,United States Department of Agriculture,2019,United States of America: $10 million in Agricultural Trade Promotion Program support to the U.S. Meat Export Federation,United States of America,1,0,0,"020120,020130,020210,020220,020230,020312,020319,020322,020329",Export-related measures,Other export incentive,Firm specific,national,1
72681,Japan International Cooperation Agency,2019,Japan: JBIC signed a loan with NIPPON SHOKUBAI INDONESIA for acrylic acid production,Japan,1,0,0,291611,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72687,Government of Japan,2018,Japan: Changes to GSP Scheme effects on Brazil,Japan,1,0,0,"151590,210111",Tariff measures,Import tariff,Not firm specific,national,
72702,Ministry of Finance,2019,Argentina: Governemnt approves the increase of biodiesel price,Argentina,1,0,0,382600,Subsidies (excluding export subsidies),Price stabilisation,Not firm specific,national,1
72703,Ministry of Finance,2019,Argentina: New increase in the price of bioethanol,Argentina,1,0,0,100510,Subsidies (excluding export subsidies),Price stabilisation,Not firm specific,national,1
72723,Clean Energy Finance Corporation,2019,Australia: CEFC and Ironstone Capital Advisory establish fund for renewable energy investments,Australia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72735,KfW Ipex-Bank,2019,Germany: KfW provides financing to JSW Steel to support German exports to India,Germany,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
72736,UK Export Finance,2019,United Kingdom: UKEF provides financing to support UK agriculture project in Angola,United Kingdom,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
72745,European Investment Bank,2019,EU: EIB approves Programme to support SMEs and mid-caps in the agricultural and bio-economic sector,EU,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,IFI,1
72746,Cassa Depositi e Prestiti,2019,Italy: EIB signs credit line agreement with Cassa Depositi e Prestiti to support investments carried out by mid-caps,Italy,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,IFI,1
72749,Instituto de Crédito Oficial,2019,Spain: EIB and ICO sign credit line agreement to support Spanish SMEs' and mid-caps' export activities,Spain,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,IFI,1
72750,Instituto de Crédito Oficial,2019,Spain: EIB and ICO sign credit line agreement to support Spanish SMEs' and mid-caps' export activities,Spain,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,NFI,1
72751,Instituto de Crédito Oficial,2016,Spain: ICO and EIB sign credit line agreement to support Spanish exports,Spain,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,IFI,
72752,Instituto de Crédito Oficial,2016,Spain: ICO and EIB sign credit line agreement to support Spanish exports,Spain,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,NFI,
72756,Clean Energy Finance Corporation,2019,Australia: CEFC allocates circa USD 42 million to build an energy efficient village,Australia,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72757,Clean Energy Finance Corporation,2019,Australia: CEFC allocates circa USD 42 million to build an energy efficient village,Australia,1,0,0,"854110,854129,854140,854150,854160,854190",Trade-related investment measures,Local value added incentive,Firm specific,NFI,1
72759,Banco de Inversión y Comercio Exterior,2019,Argentina: BICE provides USD 10 million loan to Genneia,Argentina,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72760,Special Secretary for International Trade and Foreign Affairs of Brazil,2019,Brazil: Changes in the import tariffs of 308 capital goods,Brazil,1,0,0,"840790,841221,841370,841459,841480,841590,841780,841790,841869,841932,841989,842010,842119,842121,842129,842139,842199,842230,842240,842430,842489,842539,842641,842710,842720,842790,842820,842833,842839,842890,842952,843041,843120,843131,843139,843320,843360,843680,843699,843790,843810,843850,843910,843999,844010,844110,844130,844180,844230,844313,844319,844339,844391,844712,845310,845430,845521,845730,845891,845921,846150,846210,846221,846229,846291,846299,846410,846420,846490,846592,846595,846694,846719,847290,847410,847420,847480,847710,847720,847759,847780,847790,847930,847940,847982,847989,847990,848060,848079,848110,848180,848790,850153,850440,850490,851410,851420,851440,851521,851590,854330,870894,870911,901180,901819,901850,901910,901920,902214,902290,902710,902720,902730,902750,902780,903033,903039,903110,903120,903149,903180",Tariff measures,Import tariff,Not firm specific,national,1
72761,Special Secretary for International Trade and Foreign Affairs of Brazil,2019,Brazil: Elimination of import tariffs on 28 IT and telecommunications products,Brazil,1,0,0,"844331,844332,847141,851761,851762,851770,852851,852990,853690,853710,854370,854470,903033,903090",Tariff measures,Import tariff,Not firm specific,national,1
72765,Government of China,2016,China: State Council releases plan to boost agricultural processing industries,China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
72779,Türk Eximbank,2013,Turkey: Turk Eximbank signs a credit agreement with Tunisia to support Turkish exports,Turkey,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,NFI,
72780,Türk Eximbank,2018,Turkey: Turk Eximbank signs credit agreement with Tunisia,Turkey,1,0,0,NA,Export-related measures,Export subsidy,Not firm specific,NFI,
72783,Türk Eximbank,2019,Turkey: Turk Eximbank increases lending capacity through ITFC-supported funding,Turkey,1,0,0,NA,Export-related measures,Trade finance,Not firm specific,NFI,1
72784,Türk Eximbank,2019,Turkey: Turk Eximbank decreases lending rates for SMEs and exporters of high-tech products,Turkey,1,0,0,"292419,292429,293621,293624,293628,293629,293911,294110,300210,300220,300230,300290,300390,300410,300420,300432,300439,300440,300450,300490,300510,300590,300610,300670,382490,840910,841112,841191,841920,844399,847050,847130,847141,847150,847160,847170,847290,847329,847330,847340,847350,851712,851761,851762,851769,851770,852352,852560,852580,852692,852851,852859,852871,852872,852910,852990,853400,854140,854160,854231,854239,880212,880240,880310,880320,880330,880390,900130,900211,900410,900791,901310,901320,901380,901420,901580,901590,901780,901811,901819,901831,901832,901839,901850,901890,901920,902000,902110,902121,902129,902131,902139,902150,902190,902219,902290,902480,902610,902620,902690,902750,902780,902790,902810,902820,902830,902890,902920,902990,903089,903120,903149,903180,903190,903210,903289,903290,903300,910111,910121,910211,910221,910700,940210,940290",Export-related measures,Trade finance,Not firm specific,NFI,1
72793,Ministry of Finance,2019,Argentina: Changes to the price of bioethanol,Argentina,1,0,0,100510,Subsidies (excluding export subsidies),Price stabilisation,Not firm specific,national,1
72800,Government of Russia,2018,Russian Federation: 2018 Allocation of Interest Payment Subsidies targeting Investment Loans in Agriculture and Food Processing (from the Reserve Fund),Russia,1,0,0,"010121,010221,010229,010310,010511,010512,010641,010649,020110,020120,020130,020210,020220,020230,020311,020321,020322,020329,020422,020441,020442,020443,020500,020610,020621,020622,020629,020641,020649,020711,020712,020713,020714,020726,020727,020810,020910,030191,030199,030211,030214,030284,030285,030289,030312,030313,030314,030319,030324,030351,030353,030354,030355,030366,030368,030369,030383,030384,030389,030390,030461,030462,030474,030475,030479,030481,030483,030486,030487,030489,030495,030499,030520,030532,030539,030541,030542,030543,030544,030549,030559,030561,030569,030579,030616,030617,030711,030729,030739,030749,030759,030799,040110,040120,040140,040150,040210,040221,040229,040291,040299,040310,040390,040410,040490,040510,040520,040590,040610,040620,040630,040640,040690,040711,040719,040721,040729,040811,040899,050400,050590,051110,051191,051199,060110,060120,060220,060240,060290,060311,060312,060313,060314,060315,060319,060420,070110,070190,070200,070310,070320,070390,070410,070490,070511,070519,070610,070690,070700,070930,070940,070951,070959,070960,070993,070999,071022,071040,071080,071090,071140,071220,071290,071310,071333,071339,071340,080111,080119,080122,080132,080211,080212,080222,080232,080251,080290,080390,080410,080420,080430,080440,080450,080510,080520,080540,080550,080590,080610,080620,080711,080719,080810,080830,080840,080910,080921,080929,080930,080940,081010,081020,081040,081050,081070,081090,081110,081120,081190,081310,081320,081330,081340,090111,090121,090122,090190,090210,090220,090230,090240,090411,090412,090421,090422,090620,090931,091011,091030,091091,091099,100119,100191,100199,100390,100510,100590,100630,100640,100710,100890,110100,110290,110412,110419,110422,110520,110630,110710,110720,110811,110812,110813,110814,110820,110900,120190,120241,120242,120400,120510,120590,120600,120740,120750,120791,120799,120910,120923,120929,120930,120991,121020,121190,121221,130120,130190,130212,130213,130219,130220,130231,130232,130239,140490,150120,150210,150290,150420,150790,150910,150990,151000,151190,151211,151219,151319,151329,151530,151590,151620,151710,151790,151800,152000,160100,160210,160232,160241,160249,160250,160412,160413,160414,160415,160416,160417,160419,160420,160431,160432,160521,160529,160540,160553,160554,170112,170114,170191,170199,170211,170219,170230,170240,170250,170290,170410,170490,180100,180310,180320,180400,180500,180620,180631,180632,180690,190110,190120,190190,190211,190219,190220,190230,190240,190410,190420,190430,190490,190510,190520,190531,190532,190540,190590,200110,200190,200210,200290,200310,200390,200410,200490,200510,200520,200540,200570,200580,200599,200600,200710,200799,200811,200819,200820,200830,200840,200850,200860,200870,200880,200893,200897,200899,200911,200919,200929,200939,200949,200969,200971,200979,200981,200989,200990,210111,210112,210120,210130,210210,210220,210310,210320,210330,210390,210410,210420,210500,210610,210690,220110,220210,220290,220300,220410,220421,220429,220510,220600,220710,220820,220830,220840,220850,220860,220870,220890,220900,230110,230120,230230,230310,230330,230400,230620,230630,230641,230649,230800,230910,230990,240110,240120,240130,240210,240220,240319,240391,240399",Subsidies (excluding export subsidies),Interest payment subsidy,Not firm specific,NFI,
72815,Government of Japan,2019,Japan: Changes to GSP Scheme to remove Argentinian grain sorghum from GSP tariff scheme,Japan,1,0,0,100790,Tariff measures,Import tariff,Not firm specific,national,1
72816,Japan International Cooperation Agency,2019,Japan: JBIC to finance the full acquisition of Italian Magneti Marelli SpA,Japan,1,0,0,"840820,851762,870899",Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72818,Japan International Cooperation Agency,2019,Japan: JBIC overseas financing of UCHIYAMA VIETNAM INC,Japan,1,0,0,"401699,846620,846693",Export-related measures,Financial assistance in foreign market,Firm specific,national,1
72828,Japan International Cooperation Agency,2018,Japan: JBIC set up a export credit line with Argentinean National Bank for Japanese machinery,Japan,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
72830,Japan International Cooperation Agency,2018,Japan: JBIC project financing for UK Moray East offshore wind power project,Japan,1,0,0,271600,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,
72831,Innovation Network Corporation of Japan,2019,"Japan: INCJ to support investee in the acquisition of American Corperation Ushr, Inc",Japan,1,0,0,852691,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72833,Japan International Cooperation Agency,2010,Japan: JICA ODA Loan Agreement with Papua New Guinea for Sewerage Development Project,Japan,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,
72838,Government of China,2019,China: State Council releases top-level plan to boost 'rural industry',China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
72839,"Japan Oil, Gas and Metals National Corporation",2019,Japan: JOGMEC Geothermal Power Generation Resource Survey Subsidies,Japan,1,0,0,271600,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,1
72840,Ministry of Science and Technology,2019,China: Ministry releases information about support for scientific R&D projects with funding amounts,China,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,1
72841,Ministry of Science and Technology,2019,China: Ministry announces support for various scientific R&D projects,China,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,1
72842,Ministry of Science and Technology,2019,China: Ministry releases funding amounts for 11 types of scientific R&D projects,China,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,1
72843,Northern Australia Infrastructure Facility,2019,Australia: NAIF funds hydro project,Australia,1,0,0,271600,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72861,Government of Australia,2019,Australia: New fund to support farmers affected by drought,Australia,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,1
72910,KfW Ipex-Bank,2019,Germany: KfW provides financing to support German exports of wind turbines to Argentina,Germany,1,0,0,850231,Export-related measures,Trade finance,Firm specific,NFI,1
72910,Euler Hermes,2019,Germany: KfW provides financing to support German exports of wind turbines to Argentina,Germany,1,0,0,850231,Export-related measures,Trade finance,Firm specific,NFI,1
72911,KfW Ipex-Bank,2019,Germany: KfW provides financing to support German exports related to a glass production factory in Uzbekistan,Germany,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
72912,KfW Ipex-Bank,2019,Germany: KfW provides financing to support NetCologne's expansion of its broadband infrastructure,Germany,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Firm specific,NFI,1
72913,Export Finance Australia,2019,Australia: Efic provides loan to healthcare solutions provider,Australia,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
72914,Clean Energy Finance Corporation,2019,Australia: CEFC invests over USD 20 million in QIC Global Real Estate,Australia,1,0,0,NA,Subsidies (excluding export subsidies),Capital injection and equity stakes,Firm specific,NFI,1
72916,SACE SpA,2019,Italy: SACE subscribes to bond to support Italian producer of wheat and wheat products,Italy,1,0,0,"100119,100199,110100",Subsidies (excluding export subsidies),Loan guarantee,Firm specific,NFI,1
72917,SACE SpA,2019,Italy: SACE provides financial support to Gualapack's construction of a plastic film factory in Romania,Italy,1,0,0,392329,Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
72924,SACE SpA,2019,Italy: SACE provides insurance commitment to support Italian company's export of an ORC system to El Salvador,Italy,1,0,0,850239,Export-related measures,Trade finance,Firm specific,NFI,1
72925,"Ministry of Economy, Trade and Industry",2015,Japan: Revision to the Research and Development Tax Credit System,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72926,SACE SpA,2019,Italy: SACE provides insurance commitment to support Italian company's export of technical training equipment to Peru,Italy,1,0,0,902300,Export-related measures,Trade finance,Firm specific,NFI,1
72928,"Ministry of Economy, Trade and Industry",2013,Japan: Research and Development Tax Credit System,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72929,"Ministry of Economy, Trade and Industry",2017,Japan: 2nd Revision of Research and Development Tax Credit System,Japan,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
72940,"Ministry of Economy, Trade and Industry",2018,Japan: Robot Care Equipment Development and Standardization Project,Japan,1,0,0,"392210,691010,842839,842890,847950,902110",Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
72940,"Ministry of Health, Labor and Welfare",2018,Japan: Robot Care Equipment Development and Standardization Project,Japan,1,0,0,"392210,691010,842839,842890,847950,902110",Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
72956,Special Secretary for International Trade and Foreign Affairs of Brazil,2019,Brazil: Elimination of import tariffs on 20 IT and telecommunications products,Brazil,1,0,0,"844399,847141,847149,847180,847190,851762,851770,853690",Tariff measures,Import tariff,Not firm specific,national,1
72957,Special Secretary for International Trade and Foreign Affairs of Brazil,2019,Brazil: Elimination of import tariff in 261 capital goods,Brazil,1,0,0,"820730,840810,840890,841221,841360,841370,841410,841490,841710,841720,841780,841790,841861,841869,841981,841989,842010,842119,842121,842129,842230,842240,842330,842430,842489,842539,842619,842620,842641,842710,842720,842839,842890,843120,843131,843280,843340,843390,843610,843710,843780,843790,843810,843850,843860,843880,843910,844010,844313,844316,844319,844339,845140,845180,845190,845530,845710,845811,845929,846031,846090,846210,846221,846229,846239,846249,846299,846330,846410,846490,846593,846595,846599,847410,847420,847480,847720,847759,847780,847910,847940,847960,847982,847990,848060,848071,848340,850151,851521,851531,851580,854390,870911,901580,901812,901819,901890,901920,902290,902710,902750,902780,903033,903039,903110,903120,903149,903180,903190",Tariff measures,Import tariff,Not firm specific,national,1
72960,Ministry of Commerce,2019,China: Finance ministry releases plan to boost state funding for PPP projects,China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
72968,Ministry of Land and Resources,2019,China: Ministry announces plan to boost firms in certain border areas,China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
72968,Ministry of Commerce,2019,China: Ministry announces plan to boost firms in certain border areas,China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
72971,Ministry of Science and Technology,2019,China: Ministry announces funding for hydrogen energy and other scientific R&D projects,China,1,0,0,NA,Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,1
72972,Government of China,2016,China: Top-level release promises state support for firms that lead way to innovation-driven Chinese economy,China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
72980,Government of Russia,2018,Russian Federation: R&D Subsidies for Selected Aircraft Manufacturing Projects,Russia,1,0,0,"880211,880212,880220,880230,880240",Subsidies (excluding export subsidies),Financial grant,Not firm specific,national,
72990,Societatea Națională de Radiocomunicații,2018,Romania: EIB grants investment support for Radiocom's transition to digital TV,Romania,1,0,0,NA,Subsidies (excluding export subsidies),State loan,Not firm specific,IFI,
73017,Government of Russia,2018,"Russian Federation: Government launches project financing ""factory"" with syndicated loans and state guarantees",Russia,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,NFI,1
73017,VEB.RF,2018,"Russian Federation: Government launches project financing ""factory"" with syndicated loans and state guarantees",Russia,1,0,0,NA,Subsidies (excluding export subsidies),Loan guarantee,Not firm specific,NFI,1
73020,Government of Russia,2018,Russian Federation: Subsidy to Procure Russian Helicopters for Regional and Local Airlines,Russia,1,0,0,"880212,880230",Subsidies (excluding export subsidies),"State aid, unspecified",Firm specific,national,
73021,Government of Austria,2018,Austria: Government reduces VAT level for accommodation services from 13% to 10%,Austria,1,0,0,NA,Subsidies (excluding export subsidies),Tax or social insurance relief,Not firm specific,national,
73036,Government of Russia,2018,Russian Federation: Subsidy to Finance Production of Passenger Carriages,Russia,1,0,0,860500,Subsidies (excluding export subsidies),Production subsidy,Not firm specific,national,
73040,Ministry of Science and Technology,2019,China: Government plan to increase funding for R&D-related SMEs,China,1,0,0,NA,Instrument unclear,Instrument unclear,Not firm specific,national,
73076,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support a German company's establishment of an identity card production plant in Bangladesh,Germany,1,0,0,"392690,490199,491199",Export-related measures,Financial assistance in foreign market,Firm specific,NFI,1
73079,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of spinning machines to Uzbekistan,Germany,1,0,0,844520,Export-related measures,Trade finance,Firm specific,NFI,1
73081,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support a German company's construction of a combined cycle power plant in Russia,Germany,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
73083,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of wind turbines to Turkey,Germany,1,0,0,850231,Export-related measures,Trade finance,Firm specific,NFI,1
73085,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of plant for the production of polypropylene foil to Uzbekistan,Germany,1,0,0,847780,Export-related measures,Trade finance,Firm specific,NFI,1
73087,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of two roll-on/roll-off ferries to Singapore,Germany,1,0,0,890110,Export-related measures,Trade finance,Firm specific,NFI,1
73089,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support a German company's construction of a wind farm in Ukraine,Germany,1,0,0,NA,Export-related measures,Trade finance,Firm specific,NFI,1
73091,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of six water bottling plants to China,Germany,1,0,0,842230,Export-related measures,Trade finance,Firm specific,NFI,1
73093,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of machinery for the production and packaging of pharmaceutical products to Bangladesh,Germany,1,0,0,"842230,847989",Export-related measures,Trade finance,Firm specific,NFI,1
73095,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of a plant for the production of BOPET to India,Germany,1,0,0,847780,Export-related measures,Trade finance,Firm specific,NFI,1
73096,Euler Hermes,2019,Germany: Export Credit Agency provides guarantee to support exports of foil production machinery and equipment to the United Arab Emirates,Germany,1,0,0,"847780,847790",Export-related measures,Trade finance,Firm specific,NFI,1
